Question,Answer
- 338 - 558 - 218 - 933 - 114 + 706 + 131 - 885,-2209
- 901 - 748 - 820 - 960 - 691 + 616 + 114 - 396,-3786
- 398 + 921 + 237 - 324 - 531 - 263 - 844 + 644,-558
- 188 - 477 - 980 - 858 + 810 + 354 - 834 - 224,-2397
223 + 260 - 450 - 463 + 732 - 722 - 101 - 124,-645
196 - 544 - 559 - 746 + 430 - 519 - 500 - 312,-2554
394 + 553 + 445 + 717 + 798 - 831 - 180 - 546,1350
- 351 - 824 + 147 + 832 + 470 - 947 + 312 + 483,122
- 362 + 490 - 134 + 821 + 266 - 743 - 250 - 421,-333
175 - 380 - 342 - 899 + 264 + 678 + 888 + 399,783
- 621 + 639 + 787 + 677 - 472 - 909 - 875 + 752,-22
- 592 - 284 + 769 - 379 + 556 - 530 - 365 - 734,-1559
- 303 + 106 + 885 - 241 + 179 - 478 + 641 + 410,1199
- 915 - 771 - 514 - 489 - 600 + 109 + 920 - 395,-2655
460 + 949 - 429 + 187 - 259 - 478 + 997 - 598,829
- 802 - 937 + 514 + 951 - 523 - 796 - 615 + 976,-1232
- 372 + 242 + 662 - 261 - 216 - 883 - 966 - 917,-2711
857 + 216 - 749 - 523 - 997 - 480 + 519 - 770,-1927
352 + 438 - 608 - 923 + 218 + 758 - 956 - 887,-1608
- 159 - 281 - 131 + 469 - 850 - 123 + 647 + 452,24
- 838 + 502 - 475 - 158 - 693 + 728 - 767 - 338,-2039
136 - 454 - 886 - 986 + 521 + 417 + 835 + 369,-48
- 576 - 326 + 381 + 278 - 985 + 341 + 913 + 545,571
- 283 - 859 + 633 + 951 + 970 - 604 - 505 - 636,-333
571 - 964 - 963 + 852 + 956 + 482 + 267 + 669,1870
643 - 964 - 522 + 102 - 496 - 850 - 789 - 201,-3077
- 330 + 807 + 496 - 884 - 622 - 693 - 151 - 235,-1612
- 230 - 516 - 705 - 107 + 647 - 890 + 834 + 290,-677
- 927 - 164 - 297 + 730 - 788 - 342 - 221 - 714,-2723
- 802 + 621 + 412 + 249 - 527 - 602 - 445 - 201,-1295
802 - 811 - 868 - 729 + 393 - 745 + 691 - 681,-1948
553 - 256 + 722 + 190 - 788 + 654 + 990 - 801,1264
- 212 - 331 + 618 + 824 - 395 + 592 - 597 + 479,978
- 675 - 538 - 886 + 530 + 630 + 158 - 290 + 338,-733
180 - 184 - 531 + 534 - 606 - 770 + 898 - 169,-648
- 377 - 542 + 768 - 939 + 673 - 419 + 200 + 954,318
- 103 - 753 - 169 + 184 - 475 + 990 - 302 + 541,-87
- 894 + 538 - 735 + 199 - 279 + 453 + 909 - 839,-648
608 + 155 - 348 - 178 + 917 + 215 + 731 - 824,1276
453 + 794 - 458 + 610 - 871 + 794 + 793 + 836,2951
525 - 985 - 297 - 838 + 357 + 755 + 931 - 466,-18
- 516 - 586 + 877 + 201 + 409 + 421 - 424 - 726,-344
426 - 282 - 391 - 102 - 712 + 403 + 444 - 336,-550
292 + 989 - 725 - 584 + 765 - 337 - 703 - 330,-633
- 247 + 820 + 469 + 539 - 880 - 189 + 621 + 504,1637
160 - 722 - 925 + 139 - 284 - 567 - 791 + 495,-2495
744 + 515 - 362 + 118 - 459 - 497 + 648 - 243,464
496 - 127 + 482 - 741 + 785 - 248 - 495 + 585,737
- 972 - 908 - 552 - 631 + 875 + 216 - 511 - 653,-3136
770 + 597 - 764 + 504 + 360 - 821 - 673 - 184,-211
182 - 154 - 321 - 707 + 506 - 912 + 816 + 852,262
- 684 - 904 - 989 - 991 + 347 - 893 + 531 - 789,-4372
516 + 820 - 503 - 407 + 174 - 261 + 942 + 666,1947
- 756 + 161 + 698 + 672 + 791 - 114 - 775 + 476,1153
- 153 + 375 - 899 - 678 - 747 + 948 - 226 - 404,-1784
- 552 - 178 + 277 - 568 + 581 - 826 + 858 - 741,-1149
- 535 - 577 + 654 + 712 + 108 + 781 - 718 - 747,-322
- 710 - 129 + 542 - 902 - 784 + 729 + 174 + 735,-345
- 124 - 771 - 726 - 894 - 630 + 868 + 807 + 519,-951
462 + 614 - 138 + 736 + 415 - 236 - 264 + 516,2105
534 + 738 - 184 + 449 - 121 - 309 - 197 - 108,802
471 - 958 - 220 + 968 - 846 + 745 - 935 - 675,-1450
997 - 422 + 634 - 504 + 464 + 375 - 349 - 759,436
986 - 923 + 554 - 372 - 585 - 628 + 807 - 748,-909
300 - 478 - 545 - 107 + 675 + 444 - 658 + 740,371
- 502 - 780 + 993 + 765 + 103 - 865 + 295 + 481,490
- 793 - 450 - 336 - 358 - 191 + 291 + 347 - 333,-1823
- 498 + 609 - 613 - 181 + 869 - 414 + 739 + 194,705
541 + 822 + 303 + 423 - 209 + 832 + 661 + 503,3876
- 502 - 647 + 759 + 267 + 505 - 560 - 769 + 384,-563
928 - 550 - 718 + 551 + 103 + 467 + 845 - 338,1288
- 607 - 707 + 331 - 159 - 366 - 744 + 205 - 632,-2679
- 402 + 634 + 833 + 130 + 846 - 304 - 263 - 351,1123
- 620 + 983 + 471 + 662 + 611 - 884 + 422 - 895,750
610 + 958 - 631 - 267 + 463 - 344 - 483 + 777,1083
- 764 + 466 - 947 + 281 - 835 - 742 + 109 + 140,-2292
771 + 548 + 857 - 693 + 643 + 942 - 821 - 941,1306
397 - 863 + 776 + 646 + 255 - 837 - 601 - 177,-404
220 + 305 + 502 + 176 - 213 + 436 - 718 - 769,-61
- 791 + 539 + 166 - 189 - 602 + 653 + 383 - 951,-792
315 + 342 + 968 + 864 - 372 + 935 - 862 + 439,2629
- 945 - 345 - 123 + 935 - 181 + 498 - 872 + 715,-318
617 - 490 + 951 - 593 - 679 + 931 + 638 - 653,722
- 718 + 401 + 847 - 221 + 850 - 852 + 175 - 744,-262
- 750 - 216 - 541 - 967 + 570 + 679 + 316 + 318,-591
- 155 - 665 + 127 + 345 - 482 - 909 - 250 - 682,-2671
521 - 960 + 732 + 635 - 228 + 545 + 373 - 192,1426
- 449 + 228 - 843 - 437 - 394 - 401 - 484 + 339,-2441
- 942 + 929 + 949 + 212 - 403 + 904 - 711 - 362,576
514 + 708 - 802 + 863 + 168 + 396 + 638 - 210,2275
441 - 966 - 957 + 837 + 198 + 965 + 831 - 279,1070
987 - 983 + 325 - 517 - 646 + 970 - 249 - 160,-273
- 962 - 836 - 694 + 354 + 649 - 893 + 434 - 524,-2472
- 478 - 488 + 453 + 597 - 859 - 527 + 312 - 742,-1732
- 599 - 676 - 434 - 611 - 464 + 794 - 345 + 144,-2191
264 + 638 + 622 + 179 + 177 + 291 - 805 + 999,2365
367 - 230 - 361 + 264 + 692 + 832 - 156 - 234,1174
- 270 + 978 + 110 + 228 + 517 - 720 + 744 + 937,2524
389 + 898 + 405 + 284 + 826 - 936 - 875 + 875,1866
- 303 - 951 - 827 - 389 + 325 + 668 + 100 + 883,-494
705 - 145 - 226 + 841 + 766 + 621 + 895 + 783,4240
- 265 - 571 - 599 - 152 + 889 - 294 - 749 - 131,-1872
- 786 + 253 - 756 + 541 + 892 + 640 - 229 + 714,1269
684 - 747 - 528 - 656 + 787 - 218 - 504 + 939,-243
- 690 - 564 - 180 - 566 + 406 + 738 + 458 + 328,-70
- 299 - 206 + 132 + 632 - 452 - 850 + 116 - 496,-1423
491 + 195 + 999 + 384 - 768 + 756 - 510 - 955,592
- 690 + 955 + 329 - 737 - 115 + 821 - 927 - 859,-1223
- 530 - 754 + 687 - 440 + 393 - 801 + 178 - 629,-1896
517 - 455 - 895 - 875 - 533 + 493 - 859 - 701,-3308
318 - 352 + 931 + 287 - 531 + 857 + 563 - 363,1710
199 - 199 + 745 + 960 + 236 + 275 - 410 - 690,1116
398 + 919 - 358 + 851 - 364 - 351 - 993 - 499,-397
- 387 + 285 - 243 + 399 - 780 - 561 - 608 - 132,-2027
133 - 773 - 165 - 527 - 534 + 269 - 684 - 792,-3073
861 + 788 - 680 - 615 - 342 + 691 - 785 - 117,-199
259 - 319 - 732 - 961 - 415 + 785 + 942 + 356,-85
- 429 - 457 - 591 + 337 + 823 + 718 + 469 + 899,1769
- 505 - 203 + 864 - 392 - 477 - 778 - 755 + 836,-1410
- 208 - 317 + 301 - 966 + 851 + 410 - 198 + 970,843
424 - 714 - 920 - 578 + 468 - 123 + 194 - 615,-1864
283 - 387 + 994 + 291 + 727 + 279 + 559 + 322,3068
104 + 398 - 639 - 854 + 913 + 930 + 548 + 942,2342
358 + 781 - 457 + 309 - 142 + 231 - 979 - 216,-115
- 413 + 162 + 548 + 498 - 836 + 253 - 986 - 670,-1444
960 - 523 + 588 - 702 + 697 + 926 - 915 - 151,880
335 - 156 - 216 + 361 - 750 - 685 - 487 - 210,-1808
703 + 983 - 661 - 557 - 864 + 768 + 707 + 147,1226
593 + 133 + 316 - 899 - 556 + 437 + 268 - 473,-181
- 240 + 479 - 860 - 193 + 973 + 521 - 518 + 365,527
- 685 + 710 + 100 + 359 + 511 + 750 + 142 + 938,2825
- 362 - 884 + 988 + 566 + 648 + 467 - 346 + 749,1826
299 + 291 - 993 - 858 + 424 - 210 - 166 + 518,-695
- 668 + 385 + 219 - 519 - 878 + 299 + 341 + 976,155
- 507 + 283 + 890 - 482 - 883 - 125 - 493 - 777,-2094
886 + 922 + 600 + 720 - 632 - 841 - 129 - 422,1104
- 226 + 841 - 186 - 884 + 858 + 866 + 443 + 503,2215
- 831 + 709 - 531 + 677 - 233 - 794 + 549 + 762,308
- 893 + 507 - 993 - 148 - 196 + 288 + 472 + 224,-739
782 - 304 - 470 + 377 + 837 + 851 + 647 - 840,1880
- 697 + 120 + 475 + 942 - 178 - 963 + 234 - 460,-527
- 502 + 776 + 149 - 640 + 647 + 144 + 786 - 435,925
- 338 + 715 - 358 + 332 - 607 + 499 - 564 - 534,-855
- 997 - 342 + 700 + 561 + 282 + 673 - 281 - 750,-154
- 837 - 360 + 832 + 828 + 182 - 603 + 312 + 503,857
- 795 - 205 - 227 - 364 - 467 - 222 - 361 - 220,-2861
- 112 + 789 + 158 - 460 + 329 + 208 + 147 - 876,183
802 + 564 + 195 + 403 + 301 + 971 + 996 + 568,4800
- 824 - 845 - 701 + 259 + 947 - 428 + 710 - 665,-1547
275 - 918 - 448 + 597 + 380 + 742 - 183 + 246,691
467 - 508 + 723 + 926 - 159 + 774 + 165 - 679,1709
790 - 628 - 574 - 170 - 558 - 193 - 189 + 409,-1113
- 631 - 978 + 949 + 351 - 458 + 205 + 689 - 527,-400
- 807 + 355 - 815 - 775 + 152 - 452 + 165 + 168,-2009
511 - 440 - 803 - 826 + 256 - 651 - 788 - 455,-3196
- 974 - 443 + 882 + 355 - 249 - 849 - 460 + 687,-1051
- 688 + 284 - 710 + 367 - 883 - 259 + 194 - 137,-1832
- 464 - 897 - 138 + 610 - 314 - 256 + 333 + 598,-528
128 + 992 - 426 + 836 + 397 - 901 + 482 + 413,1921
267 + 789 + 982 + 992 + 125 + 518 + 436 + 897,5006
778 + 297 + 223 - 881 - 405 - 850 + 623 - 771,-986
698 - 722 + 687 - 448 + 442 - 129 + 368 + 210,1106
- 203 - 522 + 123 - 770 + 972 - 897 + 893 - 576,-980
429 + 447 - 664 + 850 + 868 + 949 + 992 - 558,3313
- 824 - 841 + 300 - 834 + 313 - 989 - 466 - 572,-3913
601 + 847 + 838 + 415 - 478 + 665 + 986 - 743,3131
- 327 - 172 - 983 - 825 + 515 - 244 + 426 + 619,-991
- 128 + 938 + 764 - 390 + 451 - 128 - 293 + 186,1400
107 - 731 + 716 + 408 + 790 + 157 - 787 + 190,850
- 714 - 402 - 708 - 338 - 304 + 628 + 251 - 195,-1782
125 + 287 - 528 - 660 - 693 - 865 + 915 + 548,-871
641 - 976 + 214 - 713 - 373 + 588 + 398 + 886,665
- 180 + 206 + 995 + 424 - 515 + 877 - 374 - 309,1124
- 651 + 146 + 295 + 431 - 760 + 995 - 108 + 191,539
- 299 + 986 - 149 + 704 - 324 - 988 - 800 + 436,-434
482 + 363 - 449 - 450 - 594 + 677 + 804 - 926,-93
- 460 - 539 - 894 + 766 - 587 + 192 - 293 - 248,-2063
- 190 - 995 + 621 - 498 + 994 - 323 - 446 - 536,-1373
- 946 + 510 + 549 + 367 + 501 + 903 + 368 + 158,2410
517 + 243 + 241 + 970 + 898 - 684 + 949 - 751,2383
- 429 - 475 - 582 - 272 - 775 + 128 - 400 - 879,-3684
- 132 - 461 + 554 - 354 + 984 - 443 + 557 - 744,-39
897 + 583 - 216 - 716 + 469 - 685 + 671 + 842,1845
- 948 - 825 - 104 - 922 - 207 + 245 - 711 - 439,-3911
184 - 171 - 967 + 528 - 975 - 502 - 414 + 241,-2076
414 - 700 + 360 + 448 + 323 - 717 - 377 + 185,-64
- 604 - 270 - 319 - 604 + 936 - 637 - 368 + 947,-919
492 + 995 - 826 + 384 - 768 + 906 + 154 + 849,2186
- 118 + 666 - 649 + 792 - 495 - 313 + 540 - 743,-320
813 - 380 + 846 + 819 - 840 - 395 + 547 + 615,2025
- 977 - 686 - 539 + 165 + 881 + 928 - 762 + 361,-629
324 + 786 - 158 - 212 + 156 - 710 + 439 + 246,871
563 - 556 + 181 + 669 - 236 - 745 + 721 - 705,-108
790 - 348 + 130 - 280 + 853 + 728 - 314 + 209,1768
705 + 136 - 870 + 228 - 905 - 220 - 932 + 988,-870
- 800 + 140 - 938 + 506 - 909 - 572 - 602 - 349,-3524
996 + 897 - 943 + 203 - 680 - 704 + 857 + 812,1438
- 781 - 230 + 612 + 473 - 384 + 966 - 553 + 723,826
- 705 + 419 + 678 + 835 - 506 - 825 - 892 + 374,-622
718 - 804 - 719 + 773 + 176 + 651 - 404 - 592,-201
- 734 + 406 - 110 + 390 + 993 - 359 - 106 + 938,1418
995 - 943 - 480 + 809 + 985 + 550 + 189 - 910,1195
- 581 + 964 - 357 - 417 - 161 + 718 + 374 - 652,-112
157 - 347 + 552 - 929 - 680 - 546 + 898 + 868,-27
- 586 + 325 + 284 + 475 - 985 - 674 - 746 + 228,-1679
- 203 - 973 - 615 + 677 - 630 - 795 + 295 + 667,-1577
435 - 839 - 289 - 419 - 431 - 410 + 777 - 817,-1993
- 722 - 106 + 602 + 373 - 461 + 127 - 925 + 121,-991
- 995 + 128 - 430 - 712 + 832 - 397 - 957 + 567,-1964
693 + 522 + 452 + 107 - 990 + 309 - 552 - 964,-423
879 + 106 - 408 - 859 - 212 + 683 + 644 + 246,1079
260 + 206 + 998 - 898 - 230 + 754 + 979 + 528,2597
- 836 + 547 - 101 - 507 + 390 - 722 - 964 + 686,-1507
- 118 - 855 + 192 - 514 - 185 + 350 + 638 - 124,-616
- 154 + 491 + 359 + 225 + 883 - 856 + 689 - 774,863
- 935 + 107 - 737 + 864 + 555 + 906 - 489 + 686,957
- 828 - 162 - 363 - 805 + 796 - 529 + 897 - 909,-1903
882 - 112 + 407 + 255 + 663 + 331 - 775 + 304,1955
867 - 961 + 300 - 853 - 839 - 449 + 737 + 323,-875
- 762 - 723 - 679 - 574 - 896 + 964 - 315 + 158,-2827
- 621 - 214 - 907 + 569 - 357 - 899 + 739 + 197,-1493
- 716 + 949 + 702 + 846 - 644 - 994 - 927 + 143,-641
- 458 - 230 - 394 - 851 - 318 + 904 - 544 - 205,-2096
- 272 + 233 - 712 + 914 + 968 - 946 - 639 + 190,-264
- 843 - 870 + 395 - 650 + 114 - 186 - 576 + 651,-1965
- 427 + 135 - 221 - 219 - 794 - 312 + 323 - 178,-1693
261 - 790 + 651 + 832 + 140 + 404 - 275 + 203,1426
542 + 173 - 634 - 949 + 909 - 567 + 521 + 437,432
- 806 - 558 - 394 + 972 - 536 + 109 - 739 + 532,-1420
- 329 - 917 - 540 + 354 + 452 + 339 + 872 + 693,924
- 223 - 354 + 519 + 433 - 642 - 680 + 647 - 142,-442
542 - 207 - 923 - 474 + 122 + 257 - 395 - 755,-1833
660 - 537 - 798 + 672 + 642 - 758 + 250 + 968,1099
673 - 139 - 132 - 240 + 658 + 221 + 144 + 885,2070
- 465 + 709 - 861 + 633 - 839 + 649 + 823 + 255,904
- 605 - 694 + 591 + 834 - 191 + 734 - 627 + 632,674
418 - 276 - 993 + 876 + 292 - 511 + 791 - 835,-238
- 117 - 969 + 719 - 128 + 257 + 846 + 612 - 847,373
434 - 511 - 593 - 149 - 380 + 340 - 817 - 126,-1802
- 840 - 362 - 516 + 352 - 492 + 967 + 223 - 771,-1439
811 + 914 - 605 + 359 + 309 - 934 + 607 - 602,859
- 673 - 816 + 136 + 808 - 402 + 567 + 917 - 871,-334
380 - 916 - 390 + 656 + 222 - 534 - 110 - 867,-1559
- 138 - 426 + 788 - 871 + 923 + 108 - 579 + 808,613
- 163 - 327 - 997 - 891 + 331 - 582 + 429 - 111,-2311
- 826 - 572 + 576 + 496 - 402 - 559 - 729 - 996,-3012
238 + 273 - 709 + 101 - 844 - 489 - 968 - 427,-2825
273 - 519 + 880 - 582 + 275 + 905 - 448 + 273,1057
962 + 182 - 120 - 415 - 118 - 238 + 559 - 254,558
212 + 928 - 712 + 364 - 842 - 737 + 304 - 552,-1035
- 221 + 492 - 267 + 604 - 487 + 826 - 329 - 681,-63
345 - 382 - 562 - 153 + 861 + 675 - 873 + 656,567
- 414 - 201 + 115 - 108 - 311 + 488 + 846 + 291,706
127 + 172 + 869 + 329 + 422 - 374 - 833 + 502,1214
223 + 465 + 952 - 550 + 774 - 449 + 600 - 918,1097
- 724 - 335 + 739 - 240 - 454 - 328 - 453 + 977,-818
- 925 + 389 + 888 + 126 + 509 + 206 - 403 - 332,458
- 497 + 387 - 657 + 504 - 362 - 549 + 919 - 276,-531
930 - 421 + 206 - 532 - 490 + 730 - 824 + 689,288
- 883 + 263 + 583 + 831 - 198 + 415 - 871 + 902,1042
269 + 834 - 551 - 517 + 863 + 825 + 164 - 143,1744
- 158 - 414 - 983 - 708 + 147 + 374 - 884 - 925,-3551
294 - 492 + 228 + 527 - 380 + 222 + 852 + 462,1713
731 + 252 + 401 - 431 - 474 - 884 - 286 - 445,-1136
621 + 126 - 204 - 421 - 243 - 178 + 456 + 298,455
860 - 272 - 137 - 744 + 741 - 871 + 237 + 525,339
769 - 530 - 135 - 778 - 434 - 114 + 551 + 671,0
- 153 - 937 - 250 + 570 + 396 + 927 + 777 - 304,1026
100 - 180 + 551 + 613 - 205 + 606 - 710 - 777,-2
- 984 - 974 + 157 - 794 - 376 + 612 - 271 - 789,-3419
- 822 + 229 - 567 - 428 + 280 + 673 - 716 + 497,-854
373 + 227 - 224 - 419 + 401 + 253 - 395 - 428,-212
- 518 - 539 + 166 + 966 - 228 - 300 + 171 + 623,341
451 - 760 + 315 - 167 + 938 - 470 - 513 + 897,691
753 + 555 - 449 - 233 - 652 - 319 - 630 - 730,-1705
- 666 + 667 - 300 + 420 + 981 + 161 - 688 + 751,1326
- 218 + 905 - 582 + 882 - 153 - 335 - 909 - 287,-697
- 212 + 214 + 283 - 381 - 878 + 716 - 365 - 639,-1262
992 + 780 - 342 - 113 - 532 - 431 - 673 - 428,-747
552 - 803 + 481 + 270 + 807 + 321 - 260 - 502,866
- 902 + 382 + 301 + 568 - 478 - 937 - 251 + 550,-767
552 + 219 + 183 + 277 - 266 + 881 - 626 - 693,527
- 102 - 967 + 189 + 628 - 510 + 351 + 918 + 427,934
- 585 + 547 - 937 + 936 + 511 + 235 - 321 + 778,1164
- 125 - 649 - 194 - 719 - 527 + 437 - 183 - 446,-2406
- 211 - 725 + 890 - 699 + 178 - 485 - 126 + 380,-798
- 824 - 668 - 750 - 803 + 273 - 463 - 707 + 316,-3626
- 778 + 722 - 298 - 650 - 946 + 773 - 781 + 526,-1432
275 + 264 + 572 + 615 + 824 + 296 + 146 - 487,2505
- 401 + 172 - 810 - 317 + 193 - 378 - 159 + 781,-919
136 - 115 + 430 + 544 - 283 + 169 + 487 + 369,1737
- 116 - 499 - 598 + 952 + 112 + 109 - 918 + 397,-561
- 673 + 440 + 316 + 754 + 820 - 381 + 929 + 374,2579
630 + 136 - 812 - 466 - 756 - 521 + 266 + 870,-653
972 - 367 + 199 - 767 + 645 - 930 - 630 - 203,-1081
- 468 + 824 + 943 - 269 + 703 + 189 - 455 - 560,907
- 689 + 437 + 580 - 360 - 598 + 246 - 820 + 236,-968
- 614 - 584 + 396 + 202 + 155 + 555 - 998 - 955,-1843
962 + 582 - 604 + 729 - 648 - 507 - 505 + 113,122
- 602 + 764 - 228 - 852 - 749 - 726 + 220 - 890,-3063
607 + 157 - 976 - 761 + 741 + 698 + 685 - 622,529
- 634 - 375 - 336 + 140 + 995 + 588 + 702 - 606,474
- 881 + 806 - 349 - 926 - 523 + 230 - 540 - 978,-3161
- 782 + 479 + 146 - 215 - 547 - 927 + 560 - 716,-2002
124 - 647 - 664 + 265 + 737 + 153 - 461 - 942,-1435
- 868 + 587 + 890 - 185 - 729 + 319 + 957 - 775,196
700 + 987 - 139 - 979 - 284 + 175 + 715 - 733,442
- 587 - 229 - 680 + 127 + 142 - 279 + 845 + 877,216
882 - 226 - 916 + 538 - 935 - 426 - 949 - 988,-3020
- 627 - 536 - 706 + 939 - 268 + 246 - 339 - 673,-1964
690 - 517 - 617 - 253 + 771 - 802 - 979 - 746,-2453
342 - 539 - 575 + 893 - 976 - 623 - 190 - 121,-1789
- 678 - 287 - 720 + 638 + 861 - 190 - 729 - 422,-1527
726 - 517 - 685 + 353 - 411 - 113 - 650 + 647,-650
492 + 125 - 983 + 637 - 742 + 500 - 533 + 889,385
- 989 + 710 - 359 - 318 + 997 - 958 - 991 - 872,-2780
- 838 - 664 + 444 + 909 - 522 + 803 - 980 + 639,-209
869 + 171 + 163 + 583 + 618 - 894 - 912 + 218,816
484 - 360 + 915 + 425 + 263 + 629 - 601 - 289,1466
- 681 + 501 + 951 + 731 - 558 - 347 + 652 - 609,640
686 - 256 + 915 - 185 - 154 + 980 - 139 - 714,1133
948 + 656 + 658 + 797 + 553 - 640 + 573 + 997,4542
