Question,Answer
44 + 66 + 79 + 97 - 54 + 65 + 25 - 72 + 33 + 84 + 59 + 59 + 25 + 43 + 70 - 60,563
90 + 86 - 20 - 64 - 29 + 47 + 15 - 20 - 19 + 27 + 53 + 12 + 36 + 83 + 19 + 33,349
18 + 44 + 76 + 27 - 62 - 55 - 83 + 41 + 50 + 44 + 47 - 40 + 67 - 63 - 84 + 98,125
66 - 12 - 27 + 42 + 16 - 46 + 54 + 23 + 72 - 14 + 52 + 37 + 17 - 42 + 10 - 85,163
66 + 21 + 76 + 51 + 92 + 51 + 78 + 40 + 16 - 66 - 78 - 74 - 84 + 98 - 29 - 42,216
- 80 + 84 - 43 - 40 + 27 + 57 - 27 - 64 + 62 + 79 + 22 + 35 - 69 - 41 + 66 - 63,5
- 78 - 18 + 67 - 69 + 34 + 40 + 87 - 74 + 57 - 63 - 92 + 75 - 36 - 94 + 83 - 41,-122
21 + 49 - 10 - 46 + 31 + 21 + 10 - 46 + 36 + 87 + 53 - 95 - 11 - 15 + 90 - 73,102
- 11 - 48 - 38 - 47 - 85 - 80 - 93 - 32 - 51 + 36 + 16 + 44 + 59 - 80 - 72 + 91,-391
- 90 - 31 - 15 - 85 - 95 - 66 + 61 + 16 + 54 + 17 - 45 + 93 + 38 - 22 + 13 - 92,-249
64 + 58 - 57 + 84 - 69 + 42 + 35 + 62 + 52 - 51 + 84 - 40 - 90 + 84 + 55 + 13,326
- 23 + 39 - 50 + 59 - 57 + 23 - 52 + 17 + 47 + 12 + 80 - 77 + 37 + 53 + 86 - 66,128
- 39 + 81 - 54 + 89 - 23 + 48 + 76 - 17 + 59 + 41 + 51 - 27 + 56 + 36 - 19 - 32,326
- 90 - 77 + 30 + 61 + 39 - 36 - 25 + 43 - 83 + 73 - 80 - 76 + 89 - 42 + 51 - 12,-135
77 - 39 + 68 - 65 - 74 - 76 + 20 - 22 + 24 + 69 - 72 + 85 - 39 + 52 - 44 + 99,63
26 - 79 - 79 + 41 + 55 - 51 + 51 + 76 - 47 + 15 + 82 - 69 - 80 + 83 + 10 + 37,71
29 - 50 + 26 + 53 - 11 + 54 + 19 - 11 + 80 + 33 - 83 - 39 + 83 - 84 - 84 - 79,-64
65 - 11 - 12 - 14 + 99 + 79 - 11 - 55 + 54 - 28 - 35 + 65 - 42 - 46 + 87 + 20,215
- 42 - 97 + 79 + 73 - 54 - 33 + 89 + 46 - 71 - 35 - 13 + 29 + 22 + 51 - 99 + 70,15
86 + 54 - 74 - 16 - 28 - 95 + 21 + 36 + 55 - 37 - 44 - 26 - 29 + 29 - 14 + 69,-13
- 94 + 77 - 33 + 11 + 41 - 78 - 41 - 28 + 57 - 48 + 63 + 19 + 14 - 34 - 22 + 89,-7
61 + 22 + 50 + 98 + 63 - 30 + 20 + 55 + 37 + 19 - 71 + 30 - 78 + 32 - 83 - 51,174
98 - 21 - 74 + 16 - 60 + 31 + 56 + 95 - 68 - 16 + 26 - 14 + 58 + 12 + 47 + 41,227
82 + 96 - 82 - 66 + 20 - 37 - 56 - 38 - 23 + 60 - 13 + 75 - 30 - 57 - 42 + 46,-65
82 - 32 - 68 + 91 + 61 + 24 + 29 + 23 - 49 - 81 + 75 + 41 - 68 + 46 + 84 + 24,282
- 66 + 64 + 95 + 50 - 37 - 40 - 12 + 32 + 25 + 49 - 46 + 68 - 82 + 27 - 52 + 42,117
- 47 - 46 - 78 - 68 - 58 + 96 - 71 + 99 + 48 + 69 + 37 - 70 - 33 + 16 + 83 - 98,-121
15 - 89 - 80 + 25 + 86 + 96 - 16 - 35 - 86 - 48 + 68 - 60 - 64 - 93 + 63 - 23,-241
29 + 52 + 36 + 71 - 65 + 76 + 32 - 30 + 38 - 83 - 81 - 46 + 95 + 11 - 14 - 72,49
88 + 84 + 41 + 28 - 99 + 27 - 92 + 75 + 31 - 41 + 40 - 61 - 72 + 63 - 99 - 10,3
85 - 49 + 95 + 60 - 81 + 66 - 87 + 77 - 10 - 22 - 23 - 72 - 12 - 72 - 53 - 49,-147
- 23 - 67 + 19 + 86 + 21 - 33 + 11 - 25 - 39 + 81 + 40 + 31 - 41 + 99 - 93 + 36,103
- 92 - 24 - 52 + 35 - 37 + 47 - 92 - 93 + 60 - 35 + 56 + 75 - 31 - 54 + 88 + 73,-76
35 - 15 + 90 - 36 - 91 - 20 + 29 + 34 - 81 + 41 + 39 - 28 + 23 - 66 + 32 - 58,-72
38 + 66 - 77 + 84 + 21 + 78 + 38 + 47 - 64 + 57 + 33 - 54 + 24 + 21 + 64 + 62,438
- 45 + 71 + 59 - 92 - 19 + 68 - 25 - 89 + 52 + 81 + 26 - 39 + 66 + 36 + 21 + 54,225
93 + 68 + 55 + 93 - 54 + 12 + 80 - 93 - 63 + 95 - 69 + 58 + 13 - 24 + 38 + 66,368
18 - 83 - 96 + 83 + 21 + 42 + 33 - 68 - 56 + 89 - 43 - 11 - 80 - 31 + 28 - 85,-239
- 90 - 49 - 79 + 19 - 60 - 69 - 63 - 62 + 53 - 96 + 39 - 64 + 92 + 72 - 34 - 53,-444
- 38 + 28 + 56 + 44 + 18 + 28 - 98 - 18 - 58 + 81 + 81 + 39 + 51 - 34 - 22 + 34,192
- 75 - 14 - 73 + 73 - 75 + 15 + 20 - 34 - 19 + 19 + 66 - 97 - 56 + 43 - 45 - 26,-278
- 12 - 22 - 39 + 22 + 31 + 67 + 27 + 79 - 29 + 88 - 15 - 56 + 35 - 18 + 12 + 78,248
- 42 + 47 - 65 - 70 + 33 + 83 + 36 + 63 + 35 + 58 + 31 + 26 - 57 + 67 - 13 - 21,211
17 + 45 + 59 + 37 - 99 + 26 - 44 - 70 - 82 + 99 + 62 - 11 - 13 - 76 + 87 - 47,-10
86 - 75 - 57 + 62 + 59 + 28 + 71 - 92 - 79 + 55 + 15 + 97 - 67 - 44 + 30 + 10,99
63 - 51 - 41 + 17 + 49 - 42 + 23 + 20 + 91 - 99 + 25 + 54 - 89 - 60 + 30 - 80,-90
- 13 - 95 - 46 - 83 - 59 + 90 + 87 - 25 + 19 - 60 - 74 - 98 + 80 - 76 - 51 + 59,-345
- 51 - 52 - 98 - 17 + 69 + 76 + 37 + 93 + 71 - 21 - 71 - 21 - 76 + 95 - 69 - 27,-62
85 + 90 - 45 + 95 - 33 - 99 + 58 + 60 + 97 - 80 - 35 + 82 - 57 + 89 - 23 + 21,305
62 - 78 - 68 - 87 + 15 + 78 + 58 + 24 + 69 - 85 + 77 + 81 + 73 + 52 + 83 + 62,416
- 59 - 60 - 58 - 69 - 20 - 47 - 83 - 38 - 13 + 59 + 55 - 69 - 86 + 52 + 33 - 53,-456
- 63 + 69 + 57 + 99 - 72 - 21 + 78 - 98 + 83 + 51 + 35 + 45 + 28 - 59 - 20 + 49,261
- 61 + 97 - 66 + 87 + 56 - 46 - 57 - 28 + 38 - 48 + 62 + 95 + 94 + 34 - 76 + 79,260
64 - 55 + 38 + 30 + 12 - 49 - 15 + 88 - 91 - 11 + 33 - 31 - 34 - 78 - 84 - 62,-245
67 + 78 - 21 - 45 + 23 + 39 - 45 + 60 - 17 + 64 - 99 + 72 + 51 + 90 + 92 + 58,467
- 45 - 77 + 40 - 78 + 99 + 36 + 26 - 24 + 80 - 90 + 24 + 21 + 59 - 52 - 19 + 37,37
- 52 - 11 - 80 - 28 + 27 - 86 - 39 + 39 - 37 - 33 - 25 - 81 - 55 + 98 - 20 + 31,-352
- 90 - 78 - 30 + 80 - 17 - 11 + 21 + 77 + 44 + 88 + 34 - 39 - 23 + 39 - 74 + 89,110
- 67 - 96 - 47 - 75 + 30 + 63 + 91 - 59 - 12 + 38 - 18 + 69 + 96 + 24 + 44 - 60,21
95 + 50 - 80 - 69 + 37 + 36 + 62 - 88 - 39 + 67 + 38 - 40 + 19 + 64 + 10 - 78,84
- 67 - 90 + 84 - 47 - 93 + 86 + 34 + 41 + 89 - 24 - 66 + 60 + 99 - 27 + 31 + 51,161
- 98 - 39 - 60 + 53 - 97 + 80 - 78 + 91 + 11 - 83 + 28 - 34 - 45 - 81 + 88 - 85,-349
- 20 - 87 - 11 + 11 - 48 + 36 - 52 - 59 - 77 - 88 - 48 + 35 - 22 - 51 + 24 - 66,-523
- 51 + 76 - 90 - 71 + 11 + 40 + 34 + 89 + 47 - 36 - 42 + 95 + 45 - 20 - 12 - 71,44
- 93 + 10 + 42 - 46 - 29 - 23 - 66 + 64 - 84 + 76 + 29 - 99 + 43 - 40 + 24 - 22,-214
- 83 - 94 + 39 - 88 + 87 - 42 + 25 + 14 - 16 - 97 + 88 + 60 + 39 - 28 - 15 - 26,-137
14 + 95 - 74 + 73 - 89 - 20 + 28 - 45 + 18 - 41 + 81 - 53 - 49 + 98 - 61 - 36,-61
41 + 78 + 49 - 18 - 64 + 85 + 97 - 38 - 68 - 25 - 41 + 87 + 34 - 49 + 26 - 63,131
77 - 73 - 78 - 54 + 14 + 36 - 35 + 58 - 30 - 84 - 18 + 96 + 49 + 26 - 17 + 50,17
89 + 30 + 77 + 52 + 68 - 48 + 85 - 99 - 91 + 34 - 78 + 43 + 26 - 99 - 51 - 90,-52
- 59 + 43 - 17 + 17 + 78 + 22 + 35 + 76 + 75 + 31 + 82 - 86 + 72 + 79 + 57 + 28,533
54 + 86 + 15 + 24 - 17 - 96 - 88 - 74 - 54 - 56 + 73 - 14 + 55 + 77 - 61 - 74,-150
68 + 58 - 58 - 81 - 87 - 51 + 53 - 57 - 43 - 57 + 12 + 10 - 54 + 38 + 87 - 57,-219
- 71 + 97 - 11 + 38 - 12 - 78 - 82 - 12 - 47 + 35 + 12 - 86 + 17 + 78 - 94 - 63,-279
44 - 93 + 75 + 29 - 46 - 12 + 46 + 86 + 46 + 41 + 57 - 17 - 54 + 26 - 53 - 92,83
69 - 43 + 59 - 12 + 65 - 76 - 70 - 18 - 47 - 88 - 75 + 19 + 68 - 84 - 60 - 79,-372
- 56 - 75 - 99 + 37 + 21 + 45 - 14 + 46 + 70 - 85 + 97 - 69 - 98 - 68 + 80 - 42,-210
72 - 58 - 37 - 10 + 77 - 58 - 30 + 79 - 47 + 50 - 17 + 67 + 30 + 76 - 86 + 40,148
- 50 - 55 + 91 - 47 + 75 + 10 - 85 - 10 - 63 + 81 + 79 + 65 + 37 + 62 - 58 - 19,113
- 80 + 21 + 72 - 43 + 49 - 41 - 55 + 41 - 81 + 86 + 45 + 33 + 90 + 94 - 54 - 44,133
- 10 + 34 + 33 - 20 - 90 + 61 - 25 + 13 + 50 - 86 - 50 - 91 + 77 + 50 + 57 + 76,79
93 + 84 - 92 - 56 + 88 + 84 + 61 + 10 + 63 - 24 + 52 - 48 + 60 - 26 - 52 + 21,318
69 - 36 - 18 + 41 + 56 - 42 + 40 - 91 + 44 + 40 + 40 + 84 + 99 + 47 - 42 - 61,270
- 62 - 34 + 91 - 25 + 62 + 61 - 45 + 13 + 38 - 95 - 61 - 30 - 59 + 21 - 67 + 46,-146
- 67 + 38 - 46 + 87 + 76 + 21 - 27 + 71 + 91 - 83 - 76 + 22 + 90 + 50 - 77 + 63,233
92 - 75 - 93 + 64 - 83 + 39 + 29 - 41 - 39 - 17 + 83 - 65 + 56 + 25 - 98 - 37,-160
- 21 - 77 - 22 + 71 - 33 + 20 + 76 - 21 + 80 - 87 + 87 - 69 + 79 - 12 - 94 - 60,-83
89 - 60 - 24 + 11 - 39 - 51 - 31 + 64 + 51 - 87 + 64 - 37 - 22 - 25 - 33 + 49,-81
- 94 + 28 - 59 + 49 + 45 - 18 + 52 - 87 - 36 + 25 - 61 + 26 + 41 - 24 - 93 - 67,-273
24 + 81 + 86 - 63 + 71 + 11 + 74 + 71 - 21 + 85 - 77 + 44 - 67 - 54 + 75 + 27,367
77 + 29 - 77 + 57 - 13 - 22 + 62 + 28 + 15 - 75 - 41 + 72 + 45 - 48 - 85 - 95,-71
15 - 82 - 52 - 39 + 73 + 36 + 35 - 22 + 74 - 32 - 30 - 92 + 44 + 23 - 86 + 33,-102
37 - 39 + 28 + 78 - 53 + 49 + 94 - 80 - 94 + 91 + 22 - 40 - 80 + 36 + 22 - 62,9
51 - 84 - 99 + 38 + 63 + 16 + 51 - 23 + 81 - 20 - 44 - 47 - 88 - 78 + 37 + 19,-127
40 - 10 + 21 - 79 - 98 - 36 + 21 + 55 - 17 - 64 - 74 + 58 + 90 - 70 + 96 - 17,-84
39 - 42 + 64 + 64 - 16 + 94 + 44 - 34 + 47 + 77 - 14 - 45 + 97 - 85 + 75 - 53,312
- 36 - 42 + 59 - 16 - 47 + 45 - 21 - 46 - 13 + 36 + 60 + 54 - 26 - 71 - 91 + 20,-135
- 79 + 17 + 43 + 68 + 59 + 99 - 36 + 17 + 25 - 22 + 64 + 69 - 90 + 25 - 61 - 34,164
- 27 - 22 - 62 + 12 + 38 + 51 - 26 + 20 + 59 + 47 - 38 - 10 - 81 + 51 + 84 + 82,178
38 - 46 - 58 + 75 + 30 - 87 + 28 + 72 - 89 + 32 - 21 - 31 + 18 + 83 - 70 + 67,41
55 + 78 + 41 + 76 - 42 + 71 - 67 + 83 + 26 + 89 + 18 - 90 - 52 + 88 + 17 + 59,450
- 90 - 41 + 78 + 11 + 36 - 75 + 41 + 89 - 72 + 66 + 97 + 24 - 68 - 15 - 28 + 86,139
66 + 78 + 48 - 49 + 49 + 49 + 69 - 65 + 98 - 15 - 66 + 40 - 51 - 74 - 82 + 38,133
- 29 + 29 - 53 + 36 + 42 - 45 - 88 + 80 + 63 - 96 - 49 + 21 - 94 - 92 + 84 - 76,-267
12 - 89 + 19 - 65 + 69 - 91 - 94 + 96 - 47 - 11 - 61 + 69 + 78 - 59 + 53 - 19,-140
- 92 - 74 - 50 + 39 - 46 + 40 - 85 - 29 - 51 + 45 - 46 - 67 - 75 - 53 + 10 + 36,-498
97 - 11 - 31 + 95 + 93 + 22 + 87 - 53 - 21 - 80 - 43 - 73 - 19 + 58 - 30 + 59,150
- 70 + 23 + 90 - 16 + 16 - 90 - 39 - 83 - 59 - 88 + 61 - 36 + 77 + 98 - 44 - 99,-259
- 38 + 31 - 98 + 32 + 99 - 78 + 57 + 39 + 80 - 32 - 13 - 55 + 89 - 65 - 37 - 53,-42
- 71 - 49 - 56 - 92 - 86 - 51 - 48 - 16 - 25 - 34 - 20 + 99 - 50 - 27 - 25 + 55,-496
37 + 39 - 61 - 41 - 51 - 34 + 32 + 56 + 42 + 89 - 86 - 22 + 47 + 82 - 31 - 54,44
98 + 99 + 50 + 75 + 43 - 53 - 92 - 47 - 67 - 89 - 58 + 46 + 20 + 95 - 51 + 29,98
66 + 85 + 41 + 58 - 89 + 80 - 42 - 85 + 29 + 15 - 78 + 46 + 85 + 74 - 55 - 25,205
28 + 69 - 33 - 51 + 91 + 72 + 70 - 82 - 92 + 32 - 10 + 73 - 26 + 98 - 64 + 91,266
31 + 10 + 89 + 42 - 35 - 13 + 16 - 72 + 19 - 14 + 73 + 15 - 91 - 16 + 41 + 54,149
- 24 + 93 + 98 - 83 + 51 + 79 - 66 - 70 - 96 + 79 + 34 - 87 - 12 + 69 - 60 - 88,-83
- 60 - 61 - 33 + 96 - 18 + 62 + 61 - 75 - 56 - 37 - 72 - 20 - 70 - 93 + 47 - 25,-354
57 - 86 - 90 - 43 + 70 + 57 - 59 + 30 + 34 + 68 - 99 - 55 + 61 - 90 - 83 - 73,-301
- 24 + 74 - 19 - 10 - 93 + 97 + 74 + 77 + 82 + 75 + 68 - 90 + 41 + 12 + 69 + 51,484
81 + 64 + 38 + 48 + 36 - 97 + 52 - 85 + 76 + 64 + 33 - 35 + 76 + 59 - 29 + 33,414
- 86 - 48 - 68 + 42 + 88 + 57 - 64 + 28 + 66 + 92 - 53 + 95 - 29 - 87 + 21 - 30,24
- 29 + 86 + 50 + 42 + 10 - 13 - 82 - 88 + 67 - 38 - 47 - 77 - 88 - 50 + 42 + 16,-199
- 20 - 63 - 76 + 46 + 93 - 32 + 22 - 33 + 77 - 67 - 84 + 85 - 94 - 20 + 44 + 13,-109
- 83 - 70 - 19 + 26 + 77 - 23 - 35 + 32 + 97 + 62 + 89 + 10 - 46 - 41 - 58 - 19,-1
- 81 - 72 - 31 + 34 - 78 + 17 + 86 - 12 + 77 + 83 - 54 + 34 + 88 - 50 + 69 + 42,152
- 41 - 69 + 42 - 17 - 68 + 23 + 44 - 70 + 50 - 41 - 32 + 96 - 50 + 64 + 13 + 63,7
74 - 45 + 33 - 51 - 58 - 82 + 42 - 60 + 23 - 85 - 55 - 34 + 99 + 78 + 72 + 14,-35
- 61 + 28 - 22 + 27 - 16 - 60 + 83 + 57 + 74 + 38 + 38 + 18 - 88 + 74 + 35 + 13,238
- 79 + 85 - 28 + 82 - 64 - 46 + 29 + 26 - 11 - 30 + 11 - 80 - 20 - 94 - 70 + 32,-257
- 82 - 60 + 78 - 76 - 80 + 63 + 32 - 63 + 13 + 30 - 70 + 32 - 64 + 78 + 82 - 26,-113
15 + 21 + 69 + 94 + 46 - 80 + 16 - 75 - 27 - 68 - 36 + 85 + 97 + 38 - 94 + 29,130
41 + 56 - 46 + 98 - 41 + 49 + 36 - 15 - 41 + 32 - 55 - 79 - 79 - 77 - 78 - 50,-249
80 - 55 + 95 + 35 - 93 + 19 + 63 - 25 - 83 + 92 + 51 - 45 + 41 - 40 - 95 - 37,3
- 80 + 54 - 88 + 56 - 85 + 15 + 35 + 62 - 60 + 78 - 51 + 25 + 38 + 37 - 36 + 25,25
46 + 57 - 93 - 65 + 97 + 68 + 72 - 32 + 65 - 24 - 58 - 55 - 16 + 87 + 68 + 74,291
- 49 + 12 + 67 - 88 + 67 - 63 - 40 - 47 + 46 - 17 - 85 + 85 + 20 - 31 + 87 - 43,-79
- 44 + 98 - 12 - 23 + 75 + 67 + 46 + 39 - 75 + 41 - 24 + 23 - 26 - 51 - 24 - 39,71
- 92 + 12 + 10 - 30 + 68 + 97 - 77 + 22 - 64 + 47 - 81 - 40 - 18 + 31 + 37 - 81,-159
69 - 25 + 82 - 84 - 58 + 44 + 19 - 94 - 81 + 20 + 20 + 79 + 30 + 37 - 70 + 97,85
68 - 33 - 45 - 76 - 42 + 50 - 17 - 48 + 60 + 86 - 31 - 72 - 35 - 68 + 82 - 37,-158
- 93 + 18 - 44 + 31 - 37 - 66 - 65 - 72 - 60 - 44 - 63 + 83 + 15 - 47 - 61 - 13,-518
67 - 43 + 32 + 27 + 79 - 48 - 35 + 51 + 77 + 23 + 66 + 29 + 12 - 60 - 11 - 42,224
90 + 45 + 99 - 19 - 30 + 96 - 10 - 46 + 71 + 74 + 18 + 79 + 40 - 25 - 70 + 90,502
- 71 + 55 + 27 + 82 - 48 - 30 - 10 - 12 - 21 - 95 - 12 + 93 - 68 + 86 - 60 - 69,-153
28 - 30 + 55 + 58 - 64 - 87 - 31 + 57 - 23 - 37 + 13 - 14 - 88 + 86 + 18 + 64,5
51 - 53 + 34 - 51 - 41 - 99 - 43 - 19 + 65 + 32 - 80 - 53 + 41 - 76 - 72 - 35,-399
- 80 + 91 + 29 - 83 - 16 + 97 + 14 - 32 - 19 - 25 + 13 + 36 - 48 + 54 + 35 + 93,159
50 - 59 - 12 - 23 + 49 - 36 + 46 + 19 - 18 - 47 + 66 - 58 + 11 + 75 - 41 - 48,-26
- 19 - 88 - 14 + 23 - 98 + 99 + 55 + 77 + 64 - 46 + 94 + 11 + 92 + 93 + 77 + 50,470
52 + 91 - 80 + 58 - 51 + 60 + 64 + 29 + 80 + 89 - 78 + 62 + 96 - 61 + 42 + 16,469
27 - 31 - 72 - 77 + 71 - 18 + 17 - 79 + 13 + 27 + 72 - 53 - 64 + 98 + 68 + 41,40
77 - 44 - 89 + 64 + 95 + 67 - 26 + 46 - 96 - 82 - 28 + 52 + 94 - 69 - 97 + 49,13
22 - 20 + 94 - 86 + 23 - 49 - 18 + 66 + 27 - 74 + 38 - 97 - 37 + 99 + 42 + 51,81
41 - 37 + 12 - 13 + 58 + 32 - 15 - 97 - 80 + 85 + 60 + 55 + 77 + 95 - 14 + 93,352
35 - 36 - 88 + 57 - 49 - 83 - 56 + 72 + 84 - 76 - 30 - 30 - 58 + 59 + 11 - 31,-219
76 + 97 + 92 - 49 + 69 + 21 + 16 - 53 - 81 + 67 + 83 + 77 + 29 - 84 + 97 - 71,386
- 86 + 25 + 97 - 55 - 98 + 90 + 65 + 88 - 82 - 45 - 22 + 71 - 32 - 72 - 45 - 81,-182
22 + 15 - 19 + 83 + 92 + 56 - 56 - 18 - 43 - 26 + 79 - 23 - 88 - 32 + 27 - 15,54
79 + 27 - 74 + 11 - 80 + 85 - 64 - 25 + 41 + 19 - 70 + 12 - 38 - 12 + 28 - 90,-151
- 68 + 97 + 28 + 88 + 80 + 91 + 98 + 84 + 16 - 90 - 36 + 57 + 32 - 49 - 99 - 52,277
26 + 41 + 13 - 68 - 97 + 54 - 78 + 22 + 78 + 15 + 52 + 34 + 73 - 38 - 30 - 89,8
37 + 33 + 70 + 32 - 63 - 88 + 45 - 50 - 27 - 36 - 32 + 74 - 71 - 87 + 59 + 97,-7
- 73 + 17 - 44 + 28 + 44 - 92 + 73 + 24 - 59 + 12 + 90 + 99 + 87 - 39 + 79 + 38,284
99 - 36 + 36 - 18 + 19 + 98 - 30 + 71 - 99 - 20 + 58 - 80 + 46 - 74 - 27 - 16,27
74 - 71 - 56 - 52 - 15 + 65 - 94 - 39 - 39 - 68 - 16 - 41 - 87 + 78 + 58 + 22,-281
31 - 43 + 75 - 98 - 56 + 96 + 71 + 38 + 20 - 57 + 49 + 55 + 77 - 63 - 38 - 70,87
65 + 67 - 43 - 88 - 66 - 94 - 29 - 43 + 65 + 83 - 78 - 27 + 72 + 65 - 34 + 22,-63
- 73 - 46 + 24 - 47 + 50 + 31 + 99 + 21 - 69 + 17 - 22 + 83 + 46 - 96 - 75 + 67,10
69 + 72 + 74 - 20 + 17 - 99 + 10 - 77 - 38 - 64 - 87 + 23 - 68 + 88 - 69 - 21,-190
93 + 31 + 51 + 56 - 26 + 10 - 61 - 88 - 98 - 23 - 10 + 64 - 95 + 28 + 83 - 51,-36
76 + 24 - 17 + 39 - 18 + 77 - 45 + 86 + 11 - 49 - 33 - 35 - 24 - 18 + 40 + 73,187
- 91 - 34 + 15 + 23 + 44 - 92 + 25 + 88 - 99 - 12 - 97 - 74 + 93 + 61 - 38 + 77,-111
- 64 + 55 - 33 - 97 - 95 + 86 + 82 + 36 + 48 - 38 - 15 + 79 + 39 - 81 - 79 - 19,-96
88 + 67 + 84 + 71 + 65 + 66 + 22 + 35 - 63 + 14 - 86 - 37 + 64 + 18 - 53 - 83,272
- 38 - 71 + 73 + 33 + 76 - 55 + 96 - 94 - 74 - 89 - 90 + 48 + 50 + 68 + 62 + 78,73
- 28 + 75 + 69 - 35 - 69 - 44 + 90 + 97 + 71 - 62 - 52 + 28 + 56 - 64 - 25 + 76,183
- 70 + 53 + 45 + 18 + 57 - 48 - 51 - 31 - 54 + 26 + 51 - 15 + 27 + 71 + 86 + 39,204
- 14 + 96 - 46 - 35 + 91 + 90 + 84 - 49 + 80 - 65 - 50 + 11 + 46 - 97 - 75 + 51,118
- 42 + 12 - 99 + 21 - 29 - 79 + 69 + 84 + 40 - 78 - 26 - 37 + 72 - 28 + 32 + 14,-74
- 51 + 45 - 61 + 13 - 54 + 13 + 46 + 59 - 59 + 90 + 77 - 83 + 23 + 47 + 80 - 48,137
27 - 49 + 82 - 53 + 71 - 96 + 94 + 42 + 32 - 15 - 79 + 12 + 54 + 45 + 24 - 74,117
35 + 93 + 22 + 28 + 81 + 93 + 33 - 64 - 76 + 91 + 70 - 52 - 54 + 26 - 85 + 43,284
74 + 12 + 12 - 69 - 56 - 55 - 66 + 77 - 78 - 85 + 72 + 64 - 45 - 90 - 19 + 68,-184
67 + 37 - 58 + 31 - 50 + 65 + 53 + 13 + 58 + 85 + 46 - 30 - 88 - 26 + 43 - 83,163
83 - 43 + 41 + 55 + 60 - 18 + 81 - 28 + 34 - 19 - 50 + 86 + 76 + 32 - 41 + 87,436
77 - 37 + 76 + 29 + 15 + 92 - 18 - 45 + 11 - 25 - 54 + 90 - 38 + 25 - 14 - 91,93
- 27 - 47 - 43 - 37 + 96 - 30 - 59 - 38 + 34 + 48 + 70 - 26 + 84 + 65 + 87 + 63,240
- 52 - 49 - 71 - 20 + 37 - 71 - 81 - 71 + 89 + 62 + 59 + 30 - 88 + 12 + 75 - 12,-151
- 67 - 16 - 62 + 68 + 18 - 40 - 82 - 61 + 88 - 71 - 38 - 15 - 97 - 16 + 56 + 22,-313
26 + 18 + 18 - 77 + 13 + 95 - 53 - 97 - 71 + 92 + 92 - 35 - 97 + 18 + 16 + 16,-26
56 - 78 - 91 + 33 - 36 + 70 + 90 - 11 + 82 + 79 + 30 - 73 + 96 - 40 + 39 - 46,200
- 99 - 96 - 23 + 80 + 18 + 90 + 11 - 84 + 19 - 85 - 83 - 27 - 27 - 87 - 14 - 15,-422
82 + 27 - 11 - 26 + 81 + 73 - 96 + 12 + 65 + 14 - 25 - 11 + 28 - 24 - 91 - 54,44
21 - 21 - 57 + 32 + 64 - 84 - 59 - 73 + 45 - 52 + 22 + 21 + 58 - 76 + 14 - 48,-193
94 - 29 + 96 - 81 - 34 + 47 + 97 - 20 - 63 + 86 - 23 - 78 - 35 + 66 + 41 + 36,200
- 12 + 60 - 18 - 31 + 32 - 72 + 71 + 91 - 12 + 23 + 82 - 92 + 29 + 42 + 66 + 29,288
- 35 + 12 - 22 + 11 - 40 - 35 - 50 + 77 + 19 - 32 + 19 - 28 + 72 + 45 - 31 + 91,73
