Question,Answer
- 55 - 51 + 51 + 76,21
47 + 15 + 82 - 69,75
80 + 83 + 10 + 37,210
29 - 50 + 26 + 53,58
11 + 54 + 19 - 11,73
- 80 + 33 - 83 - 39,-169
- 83 - 84 - 84 - 79,-330
65 - 11 - 12 - 14,28
- 99 + 79 - 11 - 55,-86
- 54 - 28 - 35 + 65,-52
42 - 46 + 87 + 20,103
- 42 - 97 + 79 + 73,13
54 - 33 + 89 + 46,156
71 - 35 - 13 + 29,52
- 22 + 51 - 99 + 70,0
86 + 54 - 74 - 16,50
28 - 95 + 21 + 36,-10
- 55 - 37 - 44 - 26,-162
29 + 29 - 14 + 69,113
- 94 + 77 - 33 + 11,-39
- 41 - 78 - 41 - 28,-188
- 57 - 48 + 63 + 19,-23
- 14 - 34 - 22 + 89,19
61 + 22 + 50 + 98,231
- 63 - 30 + 20 + 55,-18
- 37 + 19 - 71 + 30,-59
78 + 32 - 83 - 51,-24
98 - 21 - 74 + 16,19
60 + 31 + 56 + 95,242
68 - 16 + 26 - 14,64
- 58 + 12 + 47 + 41,42
82 + 96 - 82 - 66,30
- 20 - 37 - 56 - 38,-151
23 + 60 - 13 + 75,145
30 - 57 - 42 + 46,-23
82 - 32 - 68 + 91,73
- 61 + 24 + 29 + 23,15
49 - 81 + 75 + 41,84
68 + 46 + 84 + 24,222
- 66 + 64 + 95 + 50,143
37 - 40 - 12 + 32,17
- 25 + 49 - 46 + 68,46
82 + 27 - 52 + 42,99
- 47 - 46 - 78 - 68,-239
58 + 96 - 71 + 99,182
- 48 + 69 + 37 - 70,-12
33 + 16 + 83 - 98,34
15 - 89 - 80 + 25,-129
- 86 + 96 - 16 - 35,-41
86 - 48 + 68 - 60,46
64 - 93 + 63 - 23,11
29 + 52 + 36 + 71,188
65 + 76 + 32 - 30,143
- 38 - 83 - 81 - 46,-248
- 95 + 11 - 14 - 72,-170
88 + 84 + 41 + 28,241
99 + 27 - 92 + 75,109
- 31 - 41 + 40 - 61,-93
72 + 63 - 99 - 10,26
85 - 49 + 95 + 60,191
81 + 66 - 87 + 77,137
10 - 22 - 23 - 72,-107
12 - 72 - 53 - 49,-162
- 23 - 67 + 19 + 86,15
- 21 - 33 + 11 - 25,-68
39 + 81 + 40 + 31,191
41 + 99 - 93 + 36,83
- 92 - 24 - 52 + 35,-133
37 + 47 - 92 - 93,-101
- 60 - 35 + 56 + 75,36
31 - 54 + 88 + 73,138
35 - 15 + 90 - 36,74
91 - 20 + 29 + 34,134
81 + 41 + 39 - 28,133
- 23 - 66 + 32 - 58,-115
38 + 66 - 77 + 84,111
- 21 + 78 + 38 + 47,142
64 + 57 + 33 - 54,100
- 24 + 21 + 64 + 62,123
- 45 + 71 + 59 - 92,-7
19 + 68 - 25 - 89,-27
- 52 + 81 + 26 - 39,16
- 66 + 36 + 21 + 54,45
93 + 68 + 55 + 93,309
54 + 12 + 80 - 93,53
63 + 95 - 69 + 58,147
- 13 - 24 + 38 + 66,67
18 - 83 - 96 + 83,-78
- 21 + 42 + 33 - 68,-14
56 + 89 - 43 - 11,91
80 - 31 + 28 - 85,-8
- 90 - 49 - 79 + 19,-199
60 - 69 - 63 - 62,-134
- 53 - 96 + 39 - 64,-174
- 92 + 72 - 34 - 53,-107
- 38 + 28 + 56 + 44,90
- 18 + 28 - 98 - 18,-106
58 + 81 + 81 + 39,259
- 51 - 34 - 22 + 34,-73
- 75 - 14 - 73 + 73,-89
75 + 15 + 20 - 34,76
19 + 19 + 66 - 97,7
56 + 43 - 45 - 26,28
- 12 - 22 - 39 + 22,-51
- 31 + 67 + 27 + 79,142
29 + 88 - 15 - 56,46
- 35 - 18 + 12 + 78,37
- 42 + 47 - 65 - 70,-130
- 33 + 83 + 36 + 63,149
- 35 + 58 + 31 + 26,80
57 + 67 - 13 - 21,90
17 + 45 + 59 + 37,158
99 + 26 - 44 - 70,11
82 + 99 + 62 - 11,232
13 - 76 + 87 - 47,-23
86 - 75 - 57 + 62,16
- 59 + 28 + 71 - 92,-52
79 + 55 + 15 + 97,246
67 - 44 + 30 + 10,63
63 - 51 - 41 + 17,-12
- 49 - 42 + 23 + 20,-48
- 91 - 99 + 25 + 54,-111
89 - 60 + 30 - 80,-21
- 13 - 95 - 46 - 83,-237
59 + 90 + 87 - 25,211
- 19 - 60 - 74 - 98,-251
- 80 - 76 - 51 + 59,-148
- 51 - 52 - 98 - 17,-218
- 69 + 76 + 37 + 93,137
- 71 - 21 - 71 - 21,-184
76 + 95 - 69 - 27,75
85 + 90 - 45 + 95,225
33 - 99 + 58 + 60,52
- 97 - 80 - 35 + 82,-130
57 + 89 - 23 + 21,144
62 - 78 - 68 - 87,-171
- 15 + 78 + 58 + 24,145
- 69 - 85 + 77 + 81,4
- 73 + 52 + 83 + 62,124
- 59 - 60 - 58 - 69,-246
20 - 47 - 83 - 38,-148
13 + 59 + 55 - 69,58
86 + 52 + 33 - 53,118
- 63 + 69 + 57 + 99,162
72 - 21 + 78 - 98,31
- 83 + 51 + 35 + 45,48
- 28 - 59 - 20 + 49,-58
- 61 + 97 - 66 + 87,57
- 56 - 46 - 57 - 28,-187
- 38 - 48 + 62 + 95,71
- 94 + 34 - 76 + 79,-57
64 - 55 + 38 + 30,77
- 12 - 49 - 15 + 88,12
91 - 11 + 33 - 31,82
34 - 78 - 84 - 62,-190
67 + 78 - 21 - 45,79
- 23 + 39 - 45 + 60,31
17 + 64 - 99 + 72,54
- 51 + 90 + 92 + 58,189
- 45 - 77 + 40 - 78,-160
- 99 + 36 + 26 - 24,-61
- 80 - 90 + 24 + 21,-125
- 59 - 52 - 19 + 37,-93
- 52 - 11 - 80 - 28,-171
- 27 - 86 - 39 + 39,-113
37 - 33 - 25 - 81,-102
55 + 98 - 20 + 31,164
- 90 - 78 - 30 + 80,-118
17 - 11 + 21 + 77,104
- 44 + 88 + 34 - 39,39
23 + 39 - 74 + 89,77
- 67 - 96 - 47 - 75,-285
- 30 + 63 + 91 - 59,65
12 + 38 - 18 + 69,101
- 96 + 24 + 44 - 60,-88
95 + 50 - 80 - 69,-4
- 37 + 36 + 62 - 88,-27
39 + 67 + 38 - 40,104
- 19 + 64 + 10 - 78,-23
- 67 - 90 + 84 - 47,-120
93 + 86 + 34 + 41,254
- 89 - 24 - 66 + 60,-119
- 99 - 27 + 31 + 51,-44
- 98 - 39 - 60 + 53,-144
97 + 80 - 78 + 91,190
- 11 - 83 + 28 - 34,-100
45 - 81 + 88 - 85,-33
- 20 - 87 - 11 + 11,-107
48 + 36 - 52 - 59,-27
77 - 88 - 48 + 35,-24
22 - 51 + 24 - 66,-71
- 51 + 76 - 90 - 71,-136
- 11 + 40 + 34 + 89,152
- 47 - 36 - 42 + 95,-30
- 45 - 20 - 12 - 71,-148
- 93 + 10 + 42 - 46,-87
29 - 23 - 66 + 64,4
84 + 76 + 29 - 99,90
- 43 - 40 + 24 - 22,-81
- 83 - 94 + 39 - 88,-226
- 87 - 42 + 25 + 14,-90
16 - 97 + 88 + 60,67
- 39 - 28 - 15 - 26,-108
14 + 95 - 74 + 73,108
89 - 20 + 28 - 45,52
- 18 - 41 + 81 - 53,-31
49 + 98 - 61 - 36,50
41 + 78 + 49 - 18,150
64 + 85 + 97 - 38,208
68 - 25 - 41 + 87,89
- 34 - 49 + 26 - 63,-120
77 - 73 - 78 - 54,-128
- 14 + 36 - 35 + 58,45
30 - 84 - 18 + 96,24
- 49 + 26 - 17 + 50,10
89 + 30 + 77 + 52,248
- 68 - 48 + 85 - 99,-130
91 + 34 - 78 + 43,90
- 26 - 99 - 51 - 90,-266
- 59 + 43 - 17 + 17,-16
- 78 + 22 + 35 + 76,55
- 75 + 31 + 82 - 86,-48
- 72 + 79 + 57 + 28,92
54 + 86 + 15 + 24,179
17 - 96 - 88 - 74,-241
54 - 56 + 73 - 14,57
- 55 + 77 - 61 - 74,-113
68 + 58 - 58 - 81,-13
87 - 51 + 53 - 57,32
43 - 57 + 12 + 10,8
54 + 38 + 87 - 57,122
- 71 + 97 - 11 + 38,53
12 - 78 - 82 - 12,-160
47 + 35 + 12 - 86,8
- 17 + 78 - 94 - 63,-96
44 - 93 + 75 + 29,55
46 - 12 + 46 + 86,166
- 46 + 41 + 57 - 17,35
54 + 26 - 53 - 92,-65
69 - 43 + 59 - 12,73
- 65 - 76 - 70 - 18,-229
47 - 88 - 75 + 19,-97
- 68 - 84 - 60 - 79,-291
- 56 - 75 - 99 + 37,-193
- 21 + 45 - 14 + 46,56
- 70 - 85 + 97 - 69,-127
98 - 68 + 80 - 42,68
72 - 58 - 37 - 10,-33
- 77 - 58 - 30 + 79,-86
47 + 50 - 17 + 67,147
- 30 + 76 - 86 + 40,0
- 50 - 55 + 91 - 47,-61
- 75 + 10 - 85 - 10,-160
63 + 81 + 79 + 65,288
- 37 + 62 - 58 - 19,-52
- 80 + 21 + 72 - 43,-30
- 49 - 41 - 55 + 41,-104
81 + 86 + 45 + 33,245
- 90 + 94 - 54 - 44,-94
- 10 + 34 + 33 - 20,37
90 + 61 - 25 + 13,139
- 50 - 86 - 50 - 91,-277
- 77 + 50 + 57 + 76,106
93 + 84 - 92 - 56,29
- 88 + 84 + 61 + 10,67
- 63 - 24 + 52 - 48,-83
- 60 - 26 - 52 + 21,-117
69 - 36 - 18 + 41,56
- 56 - 42 + 40 - 91,-149
- 44 + 40 + 40 + 84,120
- 99 + 47 - 42 - 61,-155
- 62 - 34 + 91 - 25,-30
- 62 + 61 - 45 + 13,-33
- 38 - 95 - 61 - 30,-224
59 + 21 - 67 + 46,59
- 67 + 38 - 46 + 87,12
- 76 + 21 - 27 + 71,-11
- 91 - 83 - 76 + 22,-228
- 90 + 50 - 77 + 63,-54
92 - 75 - 93 + 64,-12
83 + 39 + 29 - 41,110
39 - 17 + 83 - 65,40
- 56 + 25 - 98 - 37,-166
- 21 - 77 - 22 + 71,-49
33 + 20 + 76 - 21,108
- 80 - 87 + 87 - 69,-149
- 79 - 12 - 94 - 60,-245
89 - 60 - 24 + 11,16
39 - 51 - 31 + 64,21
- 51 - 87 + 64 - 37,-111
22 - 25 - 33 + 49,13
- 94 + 28 - 59 + 49,-76
- 45 - 18 + 52 - 87,-98
36 + 25 - 61 + 26,26
- 41 - 24 - 93 - 67,-225
24 + 81 + 86 - 63,128
- 71 + 11 + 74 + 71,85
21 + 85 - 77 + 44,73
67 - 54 + 75 + 27,115
77 + 29 - 77 + 57,86
13 - 22 + 62 + 28,81
- 15 - 75 - 41 + 72,-59
- 45 - 48 - 85 - 95,-273
15 - 82 - 52 - 39,-158
- 73 + 36 + 35 - 22,-24
- 74 - 32 - 30 - 92,-228
- 44 + 23 - 86 + 33,-74
37 - 39 + 28 + 78,104
53 + 49 + 94 - 80,116
94 + 91 + 22 - 40,167
80 + 36 + 22 - 62,76
51 - 84 - 99 + 38,-94
- 63 + 16 + 51 - 23,-19
- 81 - 20 - 44 - 47,-192
88 - 78 + 37 + 19,66
40 - 10 + 21 - 79,-28
98 - 36 + 21 + 55,138
17 - 64 - 74 + 58,-63
- 90 - 70 + 96 - 17,-81
39 - 42 + 64 + 64,125
16 + 94 + 44 - 34,120
- 47 + 77 - 14 - 45,-29
- 97 - 85 + 75 - 53,-160
- 36 - 42 + 59 - 16,-35
47 + 45 - 21 - 46,25
13 + 36 + 60 + 54,163
26 - 71 - 91 + 20,-116
- 79 + 17 + 43 + 68,49
- 59 + 99 - 36 + 17,21
- 25 - 22 + 64 + 69,86
90 + 25 - 61 - 34,20
- 27 - 22 - 62 + 12,-99
- 38 + 51 - 26 + 20,7
- 59 + 47 - 38 - 10,-60
81 + 51 + 84 + 82,298
38 - 46 - 58 + 75,9
- 30 - 87 + 28 + 72,-17
89 + 32 - 21 - 31,69
- 18 + 83 - 70 + 67,62
55 + 78 + 41 + 76,250
42 + 71 - 67 + 83,129
- 26 + 89 + 18 - 90,-9
52 + 88 + 17 + 59,216
- 90 - 41 + 78 + 11,-42
- 36 - 75 + 41 + 89,19
72 + 66 + 97 + 24,259
68 - 15 - 28 + 86,111
66 + 78 + 48 - 49,143
- 49 + 49 + 69 - 65,4
- 98 - 15 - 66 + 40,-139
51 - 74 - 82 + 38,-67
- 29 + 29 - 53 + 36,-17
- 42 - 45 - 88 + 80,-95
- 63 - 96 - 49 + 21,-187
94 - 92 + 84 - 76,10
12 - 89 + 19 - 65,-123
- 69 - 91 - 94 + 96,-158
47 - 11 - 61 + 69,44
- 78 - 59 + 53 - 19,-103
- 92 - 74 - 50 + 39,-177
46 + 40 - 85 - 29,-28
51 + 45 - 46 - 67,-17
75 - 53 + 10 + 36,68
97 - 11 - 31 + 95,150
- 93 + 22 + 87 - 53,-37
21 - 80 - 43 - 73,-175
19 + 58 - 30 + 59,106
- 70 + 23 + 90 - 16,27
- 16 - 90 - 39 - 83,-228
59 - 88 + 61 - 36,-4
- 77 + 98 - 44 - 99,-122
