Question,Answer
A coin is heads up. Christopher flips the coin. Alison flips the coin. Charlene does not flip the coin. Alicia does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Benjamin flips the coin. Jared flips the coin. Christine flips the coin. Robert flips the coin. Is the coin still heads up?,yes
A coin is heads up. Keith does not flip the coin. David does not flip the coin. April flips the coin. Dominic flips the coin. Is the coin still heads up?,yes
A coin is heads up. Michael does not flip the coin. Whitney does not flip the coin. Natalie does not flip the coin. Anna flips the coin. Is the coin still heads up?,no
A coin is heads up. Gabriel flips the coin. Virginia does not flip the coin. Joseph does not flip the coin. Michelle flips the coin. Is the coin still heads up?,yes
A coin is heads up. Tony does not flip the coin. Ralph flips the coin. Rebecca flips the coin. Alexander flips the coin. Is the coin still heads up?,no
A coin is heads up. Adam flips the coin. Melissa flips the coin. Brooke does not flip the coin. Gloria flips the coin. Is the coin still heads up?,no
A coin is heads up. Catherine does not flip the coin. Nicholas flips the coin. James does not flip the coin. Heather flips the coin. Is the coin still heads up?,yes
A coin is heads up. David flips the coin. Shaun does not flip the coin. Jennifer does not flip the coin. Lauren flips the coin. Is the coin still heads up?,yes
A coin is heads up. Adam does not flip the coin. Dawn does not flip the coin. Cathy flips the coin. Anthony flips the coin. Is the coin still heads up?,yes
A coin is heads up. Richard does not flip the coin. Daniel does not flip the coin. Benjamin does not flip the coin. Christopher does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Christopher does not flip the coin. Gary flips the coin. Lisa flips the coin. Tammy does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Harold does not flip the coin. Kristen does not flip the coin. Colleen flips the coin. Debra does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Christopher flips the coin. John does not flip the coin. Donald flips the coin. Lisa does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Jacqueline flips the coin. Terri does not flip the coin. Angela flips the coin. Maxwell does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Valerie flips the coin. Michelle does not flip the coin. Kelly flips the coin. Brooke flips the coin. Is the coin still heads up?,no
A coin is heads up. Steven does not flip the coin. Brian does not flip the coin. Kimberly does not flip the coin. Carlos does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Frederick flips the coin. Aaron does not flip the coin. Emily does not flip the coin. Gina flips the coin. Is the coin still heads up?,yes
A coin is heads up. Shannon does not flip the coin. Ronald does not flip the coin. Blake does not flip the coin. Donna does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Angela does not flip the coin. William does not flip the coin. Christopher flips the coin. Elizabeth does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Dominic does not flip the coin. Sean flips the coin. Robert flips the coin. Richard does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Lisa does not flip the coin. Antonio flips the coin. Bridget does not flip the coin. Teresa does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Bethany flips the coin. Toni flips the coin. Stacy flips the coin. Jeffrey flips the coin. Is the coin still heads up?,yes
A coin is heads up. Michael does not flip the coin. Mike flips the coin. Beth flips the coin. Brandon does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. David does not flip the coin. David flips the coin. Kristen does not flip the coin. Sara does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Kara does not flip the coin. Angel does not flip the coin. Sharon does not flip the coin. Eric flips the coin. Is the coin still heads up?,no
A coin is heads up. Bruce does not flip the coin. Jason flips the coin. Daniel flips the coin. Angela flips the coin. Is the coin still heads up?,no
A coin is heads up. Casey does not flip the coin. Meghan does not flip the coin. Julie flips the coin. Scott flips the coin. Is the coin still heads up?,yes
A coin is heads up. Jennifer flips the coin. Tammy does not flip the coin. Justin does not flip the coin. Jacqueline flips the coin. Is the coin still heads up?,yes
A coin is heads up. Joe flips the coin. Tony flips the coin. Bobby does not flip the coin. James does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Terri flips the coin. Suzanne flips the coin. Megan does not flip the coin. Alyssa flips the coin. Is the coin still heads up?,no
A coin is heads up. Christopher does not flip the coin. Daniel does not flip the coin. Isabella does not flip the coin. Debra flips the coin. Is the coin still heads up?,no
A coin is heads up. Karen does not flip the coin. Christopher flips the coin. Mary does not flip the coin. Connie flips the coin. Is the coin still heads up?,yes
A coin is heads up. Robin does not flip the coin. Michael does not flip the coin. Miguel flips the coin. Leslie does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Samantha flips the coin. Joseph flips the coin. Tonya flips the coin. John flips the coin. Is the coin still heads up?,yes
A coin is heads up. Sue flips the coin. Valerie flips the coin. Tyler flips the coin. Janice does not flip the coin. Is the coin still heads up?,no
A coin is heads up. John does not flip the coin. Jeremiah does not flip the coin. Philip flips the coin. David does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Erin does not flip the coin. Michael does not flip the coin. Kelly does not flip the coin. Connor flips the coin. Is the coin still heads up?,no
A coin is heads up. Melissa does not flip the coin. Mary flips the coin. Jacob flips the coin. Richard does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Jesse does not flip the coin. Willie flips the coin. Jonathan does not flip the coin. Michael does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Marcus does not flip the coin. Linda flips the coin. Meghan flips the coin. Colleen does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Jacqueline does not flip the coin. Brittany flips the coin. Jason does not flip the coin. Rachael flips the coin. Is the coin still heads up?,yes
A coin is heads up. Gina does not flip the coin. Teresa flips the coin. Whitney does not flip the coin. Kristin does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Susan does not flip the coin. William does not flip the coin. Christina flips the coin. Jesse does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Steven flips the coin. James does not flip the coin. Luis does not flip the coin. Henry flips the coin. Is the coin still heads up?,yes
A coin is heads up. Debra flips the coin. Phillip flips the coin. Stephanie does not flip the coin. Seth does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Cody does not flip the coin. Lisa flips the coin. Diane does not flip the coin. Vanessa flips the coin. Is the coin still heads up?,yes
A coin is heads up. Heather does not flip the coin. Michael flips the coin. Mary does not flip the coin. Rebecca flips the coin. Is the coin still heads up?,yes
A coin is heads up. Heather flips the coin. Ashley does not flip the coin. Cory flips the coin. Kelsey does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Andrew flips the coin. Roy does not flip the coin. James does not flip the coin. Alexander does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Amy does not flip the coin. Angela flips the coin. Debra does not flip the coin. Deborah does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Patrick does not flip the coin. Angela flips the coin. Scott flips the coin. Danielle does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Joshua flips the coin. Heather flips the coin. Daniel flips the coin. Stephanie flips the coin. Is the coin still heads up?,yes
A coin is heads up. Eric flips the coin. Sandra does not flip the coin. Ann flips the coin. Ian does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Drew does not flip the coin. Tiffany flips the coin. Stuart flips the coin. Brandi flips the coin. Is the coin still heads up?,no
A coin is heads up. Joshua flips the coin. Denise does not flip the coin. Tanya does not flip the coin. Mario flips the coin. Is the coin still heads up?,yes
A coin is heads up. Tyler flips the coin. Gerald flips the coin. Michelle flips the coin. Shelby does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Carla does not flip the coin. Joseph flips the coin. Marcus flips the coin. Jennifer does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Kayla flips the coin. William flips the coin. Michael flips the coin. Ronald does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Elizabeth does not flip the coin. Lisa flips the coin. Toni flips the coin. James flips the coin. Is the coin still heads up?,no
A coin is heads up. Joshua does not flip the coin. April does not flip the coin. Felicia does not flip the coin. Emily flips the coin. Is the coin still heads up?,no
A coin is heads up. Sean does not flip the coin. Ronald flips the coin. Kristin flips the coin. Russell does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Stacy does not flip the coin. Debbie does not flip the coin. Thomas does not flip the coin. Catherine does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Rebecca does not flip the coin. Terri does not flip the coin. James does not flip the coin. Keith does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Alexis flips the coin. Bradley flips the coin. Kevin flips the coin. Parker flips the coin. Is the coin still heads up?,yes
A coin is heads up. Gail flips the coin. Matthew flips the coin. Stacy flips the coin. Paula flips the coin. Is the coin still heads up?,yes
A coin is heads up. Vanessa flips the coin. Chelsea flips the coin. Justin flips the coin. Billy flips the coin. Is the coin still heads up?,yes
A coin is heads up. Marcus does not flip the coin. Suzanne flips the coin. Julia flips the coin. Loretta flips the coin. Is the coin still heads up?,no
A coin is heads up. Virginia does not flip the coin. Christine flips the coin. Megan does not flip the coin. Scott flips the coin. Is the coin still heads up?,yes
A coin is heads up. Heather flips the coin. Nicholas flips the coin. Nancy does not flip the coin. James does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Diana does not flip the coin. Paula flips the coin. Melvin flips the coin. Kelly flips the coin. Is the coin still heads up?,no
A coin is heads up. Nathaniel flips the coin. Christopher flips the coin. Victoria flips the coin. Justin flips the coin. Is the coin still heads up?,yes
A coin is heads up. Joel flips the coin. Jacob does not flip the coin. Marcus does not flip the coin. Susan flips the coin. Is the coin still heads up?,yes
A coin is heads up. James flips the coin. Michael does not flip the coin. Steve does not flip the coin. Elizabeth flips the coin. Is the coin still heads up?,yes
A coin is heads up. Sarah does not flip the coin. Timothy does not flip the coin. Benjamin does not flip the coin. Julie does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Lisa does not flip the coin. David does not flip the coin. Elizabeth does not flip the coin. Brandi flips the coin. Is the coin still heads up?,no
A coin is heads up. Christopher flips the coin. William flips the coin. Derek does not flip the coin. Matthew does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Lori does not flip the coin. Jessica does not flip the coin. Sheila flips the coin. Amy does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Andres flips the coin. Angela flips the coin. Rachel does not flip the coin. Joseph flips the coin. Is the coin still heads up?,no
A coin is heads up. Christopher does not flip the coin. Tracey flips the coin. Lori does not flip the coin. Elizabeth does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Mary does not flip the coin. Travis flips the coin. Hector does not flip the coin. Katherine does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Christina does not flip the coin. Francis does not flip the coin. Robert flips the coin. Sara does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Jennifer does not flip the coin. Connie does not flip the coin. Eileen flips the coin. Barbara flips the coin. Is the coin still heads up?,yes
A coin is heads up. Daniel does not flip the coin. Monica flips the coin. Tammy flips the coin. Andrew flips the coin. Is the coin still heads up?,no
A coin is heads up. Willie does not flip the coin. Richard does not flip the coin. Stephen does not flip the coin. Sandra flips the coin. Is the coin still heads up?,no
A coin is heads up. Jessica flips the coin. Pamela does not flip the coin. Lucas flips the coin. Kimberly flips the coin. Is the coin still heads up?,no
A coin is heads up. Lisa flips the coin. Jonathon does not flip the coin. Edward flips the coin. Cody flips the coin. Is the coin still heads up?,no
A coin is heads up. Jerry does not flip the coin. Christopher does not flip the coin. Joshua does not flip the coin. Jill flips the coin. Is the coin still heads up?,no
A coin is heads up. Lawrence does not flip the coin. Emily does not flip the coin. Trevor does not flip the coin. Brett does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Erin does not flip the coin. Michelle flips the coin. Alexander flips the coin. Maria flips the coin. Is the coin still heads up?,no
A coin is heads up. Lisa does not flip the coin. William does not flip the coin. Robert does not flip the coin. Catherine does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Tamara does not flip the coin. Kristin does not flip the coin. Anne does not flip the coin. Catherine flips the coin. Is the coin still heads up?,no
A coin is heads up. Joe flips the coin. William does not flip the coin. Ernest flips the coin. Christina does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Dakota flips the coin. Lisa flips the coin. Charles does not flip the coin. Karen does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Lisa does not flip the coin. Linda does not flip the coin. Jeremy flips the coin. Oscar does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Lisa flips the coin. Mike does not flip the coin. Jennifer flips the coin. Joe flips the coin. Is the coin still heads up?,no
A coin is heads up. Jill does not flip the coin. Shannon flips the coin. Tyler flips the coin. Dakota does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Kelly flips the coin. Thomas flips the coin. Jessica does not flip the coin. Courtney flips the coin. Is the coin still heads up?,no
A coin is heads up. Nicole does not flip the coin. Brandi does not flip the coin. Joel does not flip the coin. Adam flips the coin. Is the coin still heads up?,no
A coin is heads up. Eric flips the coin. Melissa does not flip the coin. Lori does not flip the coin. Antonio does not flip the coin. Is the coin still heads up?,no
A coin is heads up. William does not flip the coin. Ricky does not flip the coin. Sean flips the coin. Craig flips the coin. Is the coin still heads up?,yes
A coin is heads up. Elaine flips the coin. Michelle does not flip the coin. Michele does not flip the coin. Caitlin does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Patrick flips the coin. Lisa does not flip the coin. Dylan flips the coin. Mark does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Kelli does not flip the coin. Suzanne flips the coin. David flips the coin. Jon flips the coin. Is the coin still heads up?,no
A coin is heads up. Scott flips the coin. Michael flips the coin. Megan does not flip the coin. Melanie does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Amanda does not flip the coin. Richard does not flip the coin. Tiffany flips the coin. Annette does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Jamie does not flip the coin. Steven flips the coin. Leonard does not flip the coin. Cassandra does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Gregory flips the coin. Paul does not flip the coin. Maria flips the coin. Christopher does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Jacqueline does not flip the coin. Deborah flips the coin. Michael flips the coin. Johnny flips the coin. Is the coin still heads up?,no
A coin is heads up. Kelly flips the coin. Tiffany does not flip the coin. Kimberly does not flip the coin. James does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Susan does not flip the coin. Christopher flips the coin. Deanna flips the coin. Charlene does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. James does not flip the coin. Stephanie does not flip the coin. Tricia does not flip the coin. Adrienne does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Spencer flips the coin. Kimberly does not flip the coin. Nathaniel flips the coin. Patricia flips the coin. Is the coin still heads up?,no
A coin is heads up. Kathleen does not flip the coin. Heather flips the coin. Robert flips the coin. Cynthia flips the coin. Is the coin still heads up?,no
A coin is heads up. Christopher does not flip the coin. Shannon flips the coin. Jose flips the coin. Regina flips the coin. Is the coin still heads up?,no
A coin is heads up. Paul flips the coin. Lisa does not flip the coin. Elizabeth does not flip the coin. Emily does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Mark flips the coin. Jerry flips the coin. Alexander flips the coin. Michaela flips the coin. Is the coin still heads up?,yes
A coin is heads up. David flips the coin. Jeffery does not flip the coin. Danielle flips the coin. Deborah does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Amy does not flip the coin. Amanda flips the coin. Stephen flips the coin. Gregory does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Debra does not flip the coin. Valerie flips the coin. Jessica flips the coin. Fernando does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Erik does not flip the coin. Darius does not flip the coin. Katherine flips the coin. Dana does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Scott flips the coin. Craig does not flip the coin. Cynthia does not flip the coin. Marcus does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Jill does not flip the coin. Jeffrey flips the coin. Patricia does not flip the coin. James does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Taylor flips the coin. Jennifer does not flip the coin. Jessica does not flip the coin. Stacy does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Benjamin flips the coin. Kimberly does not flip the coin. Garrett does not flip the coin. Deborah flips the coin. Is the coin still heads up?,yes
A coin is heads up. Kathryn does not flip the coin. Dylan does not flip the coin. Lauren flips the coin. Richard flips the coin. Is the coin still heads up?,yes
A coin is heads up. Claire flips the coin. Lisa does not flip the coin. Ronald flips the coin. Dennis does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Elizabeth does not flip the coin. James flips the coin. Gregory flips the coin. Harold does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. William does not flip the coin. Timothy flips the coin. Austin flips the coin. Michael does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Wanda flips the coin. Brooke flips the coin. Joseph flips the coin. Wyatt does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Matthew flips the coin. Bryan does not flip the coin. Andrea flips the coin. Zachary does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Joseph does not flip the coin. Donna does not flip the coin. Sarah flips the coin. Donald does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Ricky does not flip the coin. Mark flips the coin. James does not flip the coin. Richard flips the coin. Is the coin still heads up?,yes
A coin is heads up. Michael does not flip the coin. Jessica does not flip the coin. Nicholas does not flip the coin. Travis flips the coin. Is the coin still heads up?,no
A coin is heads up. Terri does not flip the coin. Brendan does not flip the coin. Kyle flips the coin. Kimberly flips the coin. Is the coin still heads up?,yes
A coin is heads up. Margaret does not flip the coin. Stacey flips the coin. Angela flips the coin. Tina flips the coin. Is the coin still heads up?,no
A coin is heads up. Richard does not flip the coin. Tabitha flips the coin. Jerry does not flip the coin. Ronald does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Denise does not flip the coin. Andrew does not flip the coin. Gregory flips the coin. Peter does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Kathleen flips the coin. Thomas flips the coin. Jessica flips the coin. Kathleen flips the coin. Is the coin still heads up?,yes
A coin is heads up. Robin does not flip the coin. Michael does not flip the coin. Michelle flips the coin. Jessica does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Sarah flips the coin. Michael flips the coin. Jessica flips the coin. James flips the coin. Is the coin still heads up?,yes
A coin is heads up. Robert does not flip the coin. Jason does not flip the coin. Kevin does not flip the coin. Natasha does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Claudia flips the coin. Theresa does not flip the coin. Gina does not flip the coin. Robert flips the coin. Is the coin still heads up?,yes
A coin is heads up. Julie flips the coin. Jenna does not flip the coin. Amanda flips the coin. Timothy does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Felicia flips the coin. Jasmine flips the coin. Lori flips the coin. Linda flips the coin. Is the coin still heads up?,yes
A coin is heads up. Bryan flips the coin. Joseph flips the coin. Matthew flips the coin. Teresa flips the coin. Is the coin still heads up?,yes
A coin is heads up. Shawn does not flip the coin. Jenna does not flip the coin. Robin does not flip the coin. Melissa flips the coin. Is the coin still heads up?,no
A coin is heads up. Michael flips the coin. Breanna does not flip the coin. Catherine does not flip the coin. Joseph flips the coin. Is the coin still heads up?,yes
A coin is heads up. Eric flips the coin. Patrick flips the coin. Albert flips the coin. Ryan does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Robert does not flip the coin. Aaron flips the coin. Margaret flips the coin. Vincent flips the coin. Is the coin still heads up?,no
A coin is heads up. Jason does not flip the coin. Jennifer does not flip the coin. Jeffrey flips the coin. Sarah does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Connor flips the coin. Mary flips the coin. Autumn flips the coin. Mitchell flips the coin. Is the coin still heads up?,yes
A coin is heads up. Robert flips the coin. Pamela flips the coin. Charles flips the coin. Curtis does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Suzanne flips the coin. Thomas does not flip the coin. Kari flips the coin. John does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Andrea does not flip the coin. David flips the coin. Cheryl does not flip the coin. Roberto flips the coin. Is the coin still heads up?,yes
A coin is heads up. Dalton flips the coin. Mary does not flip the coin. Adam flips the coin. Marissa does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Jason does not flip the coin. Cheryl does not flip the coin. Rodney does not flip the coin. Nicole does not flip the coin. Is the coin still heads up?,yes
A coin is heads up. Alison flips the coin. Victoria does not flip the coin. Nathaniel does not flip the coin. Tamara does not flip the coin. Is the coin still heads up?,no
A coin is heads up. Sarah does not flip the coin. Lynn does not flip the coin. Patricia flips the coin. Ashley does not flip the coin. Is the coin still heads up?,no
